ticker,company_name,ceo_name,salary,industry
ADTH,"AdTheorent Holding Co., Inc.",James Lawson,"$5,929,933",Communication%20Services
ADV,"Advantage Solutions, Inc.",Tanya Domier,"$10,330,444",Communication%20Services
AMC,"AMC Entertainment Holdings, Inc.",Adam Aron,"$18,909,546",Communication%20Services
AMCX,AMC Networks Inc.,Matthew Blank,"$6,967,220",Communication%20Services
AREN,"The Arena Group Holdings, Inc.",Ross Levinsohn,"$10,727,473",Communication%20Services
ATEX,Anterix Inc.,Robert Schwartz,"$6,532,403",Communication%20Services
ATNI,"ATN International, Inc.",Michael Prior,"$3,379,851",Communication%20Services
ATUS,"Altice USA, Inc.",Dexter Goei,"$38,333,508",Communication%20Services
ATVI,"Activision Blizzard, Inc.",Robert Kotick,"$826,549",Communication%20Services
AUD,"Audacy, Inc.",David Field,"$2,511,305",Communication%20Services
BAND,Bandwidth Inc.,David Morken,"$3,384,684",Communication%20Services
BBIG,"Vinco Ventures, Inc.",Lisa King,"$64,167",Communication%20Services
BMBL,"Bumble, Inc.",Whitney Herd,"$1,125,200",Communication%20Services
BOC,Boston Omaha Corp.,Adam Peterson,"$7,935,393",Communication%20Services
CABO,"Cable One, Inc.",Julia Laulis,"$4,327,815",Communication%20Services
CARG,"Cargurus, Inc.",Jason Trevisan,"$19,211,250",Communication%20Services
CARS,"Cars.com, Inc.",T. Vetter,"$6,985,255",Communication%20Services
CCO,"Clear Channel Outdoor Holdings, Inc.",Christopher Eccleshare,"$6,234,771",Communication%20Services
CCOI,"Cogent Communications Holdings, Inc.",David Schaeffer,"$11,504,458",Communication%20Services
CDLX,"Cardlytics, Inc.",Lynne Laube,"$6,625,395",Communication%20Services
CHTR,"Charter Communications, Inc.",Thomas Rutledge,"$41,860,263",Communication%20Services
CMCSA,Comcast Corporation,Brian Roberts,"$33,978,581",Communication%20Services
CMLS,"Cumulus Media, Inc.",Mary Berner,"$6,583,169",Communication%20Services
CNK,"Cinemark Holdings, Inc.",Mark Zoradi,"$7,553,272",Communication%20Services
CNSL,"Consolidated Communications Holdings, Inc.",C. Udell,"$4,671,543",Communication%20Services
CRGE,"Charge Enterprises, Inc.",Andrew Fox,"$759,867",Communication%20Services
DHX,"DHI Group, Inc.",Art Zeile,"$2,702,822",Communication%20Services
DIS,The Walt Disney Company,Robert Chapek,"$32,464,293",Communication%20Services
DISCA,"Warner Bros. Discovery, Inc.",David Zaslav,"$246,573,481",Communication%20Services
DISH,DISH Network Corporation,W. Carlson,"$2,895,882",Communication%20Services
DJCO,Daily Journal Corporation,Gerald Salzman,"$1,353,000",Communication%20Services
EA,Electronic Arts Inc.,Andrew Wilson,"$19,858,539",Communication%20Services
EB,"Eventbrite, Inc.",Julia Hartz,"$6,500,718",Communication%20Services
EVC,Entravision Communications Corporation,Walter Ulloa,"$6,442,220",Communication%20Services
EVER,"EverQuote, Inc.",Jayme Mendal,"$1,418,565",Communication%20Services
FOXA,Fox Corporation,Lachlan Murdoch,"$21,748,681",Communication%20Services
FUBO,fuboTV Inc.,David Gandler,"$6,479,897",Communication%20Services
FWONA,Liberty Media Corp.,Gregory Maffei,"$21,575,769",Communication%20Services
FYBR,"Frontier Communications Parent, Inc.",Nick Jeffery,"$17,209,584",Communication%20Services
GCI,"Gannett Co., Inc.",Michael Reed,"$7,741,052",Communication%20Services
GOGO,Gogo Inc.,Oakleigh Thorne,"$3,345,530",Communication%20Services
GOOGL,Alphabet Inc.,Sundar Pichai,"$6,322,599",Communication%20Services
GSAT,"Globalstar, Inc.",David Kagan,"$871,997",Communication%20Services
GTN,"Gray Television, Inc.",Hilton Howell Jr.,"$11,515,178",Communication%20Services
IAC,"IAC, Inc.",Joseph Levin,"$5,365,063",Communication%20Services
IAS,Integral Ad Science Holding Corp.,Lisa Utzschneider,"$35,782,332",Communication%20Services
IDT,IDT Corporation,Shmuel Jonas,"$1,027,500",Communication%20Services
IHRT,"iHeartMedia, Inc.",Robert Pittman,"$8,768,653",Communication%20Services
IMAX,IMAX Corporation,Richard Gelfond,"$9,081,442",Communication%20Services
IPG,"The Interpublic Group of Companies, Inc.",Philippe Krakowsky,"$17,371,647",Communication%20Services
IRDM,Iridium Communications Inc.,Matthew Desch,"$5,402,931",Communication%20Services
LBRDK,Liberty Broadband Corp.,Gregory Maffei,"$18,018,126",Communication%20Services
LFLY,"Leafly Holdings, Inc.",Yoko Miyashita,"$1,656,206",Communication%20Services
LGF.A,Lions Gate Entertainment Corp.,Jon Feltheimer,"$5,585,412",Communication%20Services
LILAK,Liberty Latin America Ltd.,Balan Nair,"$37,576,803",Communication%20Services
LUMN,"Lumen Technologies, Inc.",Jeffrey Storey,"$22,654,781",Communication%20Services
LYLT,"Loyalty Ventures, Inc.",Charles Horn,"$3,275,892",Communication%20Services
LYV,"Live Nation Entertainment, Inc.",Michael Rapino,"$13,842,464",Communication%20Services
MAX,"MediaAlpha, Inc.",Steven Yi,"$1,018,780",Communication%20Services
MCS,The Marcus Corporation,Gregory Marcus,"$3,834,147",Communication%20Services
META,"Meta Platforms, Inc.",Mark Zuckerberg,"$26,823,061",Communication%20Services
MGNI,"Magnite, Inc.",Michael Barrett,"$18,291,589",Communication%20Services
MSGE,Madison Square Garden Entertainment Corp.,James Dolan,"$19,243,679",Communication%20Services
MSGS,Madison Square Garden Sports Corp.,Andrew Lustgarten,"$8,280,968",Communication%20Services
MTCH,"Match Group, Inc.",Sharmistha Dubey,"$25,397,675",Communication%20Services
MYPS,"PLAYSTUDIOS, Inc.",Andrew Pascal,"$2,000,000",Communication%20Services
NFLX,"Netflix, Inc.",Reed Hastings,"$40,823,725",Communication%20Services
NWSA,News Corporation,Robert Thomson,"$19,662,203",Communication%20Services
NXST,"Nexstar Media Group, Inc.",Perry Sook,"$21,145,853",Communication%20Services
NYT,The New York Times Company,Meredith Levien,"$5,755,526",Communication%20Services
OB,"Outbrain, Inc.",David Kostman,"$2,178,852",Communication%20Services
OMC,"Omnicom Group, Inc.",John Wren,"$19,981,715",Communication%20Services
OOMA,"Ooma, Inc.",Eric Stang,"$4,736,784",Communication%20Services
PARA,Paramount Global,Robert Bakish,"$20,035,212",Communication%20Services
PINS,"Pinterest, Inc.",Benjamin Silbermann,"$199,100",Communication%20Services
PLTK,Playtika Holding Corp.,Robert Antokol,"$63,123,469",Communication%20Services
PUBM,"PubMatic, Inc.",Rajeev Goel,"$8,609,029",Communication%20Services
QNST,"QuinStreet, Inc.",Douglas Valenti,"$4,319,500",Communication%20Services
RADI,"Radius Global Infrastructure, Inc.",William Berkman,"$1,340,049",Communication%20Services
RBLX,Roblox Corp.,David Baszucki,"$232,786,391",Communication%20Services
ROKU,"Roku, Inc.",Anthony Wood,"$18,133,692",Communication%20Services
RSVR,"Reservoir Media, Inc.",Golnar Khosrowshahi,"$1,533,485",Communication%20Services
SATS,EchoStar Corporation,Michael Dugan,"$1,775,101",Communication%20Services
SBGI,"Sinclair Broadcast Group, Inc.",Christopher Ripley,"$15,532,018",Communication%20Services
SCHL,Scholastic Corporation,Peter Warwick,"$5,178,808",Communication%20Services
SHEN,Shenandoah Telecommunications Company,Christopher French,"$2,420,824",Communication%20Services
SIRI,"Sirius XM Holdings, Inc.",Jennifer Witz,"$32,641,874",Communication%20Services
SKLZ,"Skillz, Inc.",Andrew Paradise,"$75,339,669",Communication%20Services
SPOT,Spotify Technology SA,Daniel Ek,"$2,220",Communication%20Services
SSP,The E.W. Scripps Co.,Adam Symson,"$7,353,669",Communication%20Services
SSTK,"Shutterstock, Inc.",Stan Pavlovsky,"$5,717,651",Communication%20Services
STGW,"Stagwell, Inc.",Mark Penn,"$12,033,021",Communication%20Services
T,AT&T Inc.,John Stankey,"$24,820,879",Communication%20Services
TDS,"Telephone and Data Systems, Inc.",LeRoy Carlson Jr.,"$9,616,139",Communication%20Services
TGNA,"TEGNA, Inc.",David Lougee,"$6,958,477",Communication%20Services
THRY,"Thryv Holdings, Inc.",Joseph Walsh,"$3,268,711",Communication%20Services
TMUS,"T-Mobile US, Inc.",G. Sievert,"$22,610,659",Communication%20Services
TRIP,"TripAdvisor, Inc.",Stephen Kaufer,"$7,676,612",Communication%20Services
TRUE,"TrueCar, Inc.",Michael Darrow,"$3,608,731",Communication%20Services
TTD,"The Trade Desk, Inc.",Jeff Green,"$834,959,367",Communication%20Services
TTGT,"TechTarget, Inc.",Michael Cotoia,"$10,534,913",Communication%20Services
TTWO,"Take-Two Interactive Software, Inc.",Strauss Zelnick,"$142,996",Communication%20Services
UONE,"Urban One, Inc.",Alfred Liggins III,"$7,162,139",Communication%20Services
USM,United States Cellular Corporation,Laurent Therivel,"$6,438,260",Communication%20Services
VMEO,"Vimeo, Inc.",Anjali Sud,"$18,844,127",Communication%20Services
VZ,Verizon Communications Inc.,Hans Vestberg,"$20,342,871",Communication%20Services
WEJO,Wejo Group Ltd.,Richard Barlow,"$34,174,436",Communication%20Services
WLY,"John Wiley & Sons, Inc.",Brian Napack,"$4,948,300",Communication%20Services
WOW,"WideOpenWest, Inc.",Teresa Elder,"$5,929,085",Communication%20Services
WWE,"World Wrestling Entertainment, Inc.",Vincent McMahon,"$5,051,547",Communication%20Services
YELP,Yelp Inc.,Jeremy Stoppelman,"$10,044,676",Communication%20Services
ZD,"Ziff Davis, Inc.",Vivek Shah,"$16,394,111",Communication%20Services
ZIP,"ZipRecruiter, Inc.",Ian Siegel,"$35,103,490",Communication%20Services
AAN,"The Aaron's Company, Inc.",Douglas Lindsay,"$5,998,425",Consumer%20Discretionary
AAP,"Advance Auto Parts, Inc.",Thomas Greco,"$10,052,271",Consumer%20Discretionary
ABG,"Asbury Automotive Group, Inc.",David Hult,"$7,452,895",Consumer%20Discretionary
ABNB,"Airbnb, Inc.",Brian Chesky,"$132,152",Consumer%20Discretionary
ACEL,"Accel Entertainment, Inc.",Andrew Rubenstein,"$3,537,083",Consumer%20Discretionary
ADNT,Adient plc,Douglas Del Grosso,"$14,242,424",Consumer%20Discretionary
ADT,"ADT, Inc.",James DeVries,"$7,479,792",Consumer%20Discretionary
AEO,"American Eagle Outfitters, Inc.",Jay Schottenstein,"$14,875,447",Consumer%20Discretionary
AKA,a.k.a. Brands Holding Corp.,Jill Ramsey,"$960,602",Consumer%20Discretionary
AMZN,"Amazon.com, Inc.",Andrew Jassy,"$212,701,169",Consumer%20Discretionary
AN,"AutoNation, Inc.",Michael Manley,"$8,513,663",Consumer%20Discretionary
ANF,Abercrombie & Fitch Co.,Fran Horowitz,"$12,851,399",Consumer%20Discretionary
APEI,"American Public Education, Inc.",Angela Selden,"$2,994,052",Consumer%20Discretionary
APTV,Aptiv Plc,Kevin Clark,"$14,744,780",Consumer%20Discretionary
ARKO,ARKO Corp.,Arie Kotler,"$6,375,923",Consumer%20Discretionary
ARMK,Aramark,John Zillmer,"$13,324,828",Consumer%20Discretionary
ASO,"Academy Sports and Outdoors, Inc.",Ken Hicks,"$11,484,293",Consumer%20Discretionary
ATER,"Aterian, Inc.",Yaniv Sarig,"$5,031,523",Consumer%20Discretionary
ATGE,Adtalem Global Education Inc.,Stephen Beard,"$9,204,332",Consumer%20Discretionary
AXL,"American Axle & Manufacturing Holdings, Inc.",David Dauch,"$11,176,460",Consumer%20Discretionary
AZO,"AutoZone, Inc.",William Rhodes III,"$14,330,010",Consumer%20Discretionary
BALY,Bally's Corporation,Lee Fenton,"$5,571,229",Consumer%20Discretionary
BARK,"BARK, Inc.",Matt Meeker,"$432,692",Consumer%20Discretionary
BBBY,Bed Bath & Beyond Inc.,Mark Tritton,"$9,775,622",Consumer%20Discretionary
BBW,"Build-A-Bear Workshop, Inc.",Sharon John,"$3,019,320",Consumer%20Discretionary
BBWI,"Bath & Body Works, Inc.",Andrew Meslow,"$17,668,627",Consumer%20Discretionary
BBY,"Best Buy Co., Inc.",Corie Barry,"$15,631,157",Consumer%20Discretionary
BC,Brunswick Corporation,David Foulkes,"$9,637,406",Consumer%20Discretionary
BFAM,"Bright Horizons Family Solutions, Inc.",Stephen Kramer,"$4,237,306",Consumer%20Discretionary
BGFV,Big 5 Sporting Goods Corporation,Steven Miller,"$1,675,720",Consumer%20Discretionary
BH,"Biglari Holdings, Inc.",Sardar Biglari,"$900,000",Consumer%20Discretionary
BIG,"Big Lots, Inc.",Bruce Thorn,"$9,042,187",Consumer%20Discretionary
BIRD,"Allbirds, Inc.",Timothy Brown and Joseph Zwillinger,"$392,827",Consumer%20Discretionary
BJRI,"BJ's Restaurants, Inc.",Gregory Levin,"$2,519,663",Consumer%20Discretionary
BKE,"The Buckle, Inc.",Dennis Nelson,"$11,994,209",Consumer%20Discretionary
BKNG,Booking Holdings Inc.,Glenn Fogel,"$53,982,195",Consumer%20Discretionary
BLD,TopBuild Corp.,Robert Buck,"$4,729,324",Consumer%20Discretionary
BLMN,"Bloomin' Brands, Inc.",David Deno,"$7,518,278",Consumer%20Discretionary
BODY,"The Beachbody Co., Inc.",Carl Daikeler,"$5,850,506",Consumer%20Discretionary
BOOT,"Boot Barn Holdings, Inc.",James Conroy,"$5,279,816",Consumer%20Discretionary
BOWL,Bowlero Corp.,Thomas Shannon,"$67,566,882",Consumer%20Discretionary
BOXD,"Boxed, Inc.",Chieh Huang,"$8,368,799",Consumer%20Discretionary
BURL,"Burlington Stores, Inc.",Michael O'Sullivan,"$13,867,435",Consumer%20Discretionary
BVH,Bluegreen Vacations Holding Corporation,Alan Levan,"$6,902,389",Consumer%20Discretionary
BWA,BorgWarner Inc.,Frederic Lissalde,"$17,592,090",Consumer%20Discretionary
BYD,Boyd Gaming Corporation,Keith Smith,"$14,740,782",Consumer%20Discretionary
BZH,"Beazer Homes USA, Inc.",Allan Merrill,"$7,038,727",Consumer%20Discretionary
CAKE,The Cheesecake Factory Incorporated,David Overton,"$7,375,204",Consumer%20Discretionary
CAL,"Caleres, Inc.",Diane Sullivan,"$10,196,791",Consumer%20Discretionary
CATO,The Cato Corporation,John D. Cato,"$5,466,540",Consumer%20Discretionary
CBRL,"Cracker Barrel Old Country Store, Inc.",Sandra Cochran,"$6,964,275",Consumer%20Discretionary
CCL,Carnival Corporation,Arnold Donald,"$15,063,788",Consumer%20Discretionary
CCS,"Century Communities, Inc.",Dale Francescon,"$6,753,672",Consumer%20Discretionary
CENN,Cenntro Electric Group Ltd.,Peter Wang,"$235,000",Consumer%20Discretionary
CHDN,Churchill Downs Incorporated,William Carstanjen,"$13,755,283",Consumer%20Discretionary
CHGG,"Chegg, Inc.",Daniel Rosensweig,"$21,005,605",Consumer%20Discretionary
CHH,"Choice Hotels International, Inc.",Patrick Pacious,"$11,153,040",Consumer%20Discretionary
CHS,"Chico's FAS, Inc.",Molly Langenstein,"$5,780,586",Consumer%20Discretionary
CHUY,"Chuy's Holdings, Inc.",Steve Hislop,"$1,911,341",Consumer%20Discretionary
CLAR,Clarus Corporation,Warren Kanders,"$7,721,987",Consumer%20Discretionary
CMG,"Chipotle Mexican Grill, Inc.",Brian Niccol,"$17,880,580",Consumer%20Discretionary
CNTY,"Century Casinos, Inc.",Peter Hoetzinger,"$1,401,028",Consumer%20Discretionary
COLM,Columbia Sportswear Company,Timothy Boyle,"$4,751,179",Consumer%20Discretionary
CONN,"Conn's, Inc.",Chandra Holt,"$11,541,818",Consumer%20Discretionary
COOK,"Traeger, Inc.",Jeremy Andrus,"$138,473,423",Consumer%20Discretionary
COUR,"Coursera, Inc.",Jeffrey Maggioncalda,"$5,379,682",Consumer%20Discretionary
CPRI,Capri Holdings Limited,John Idol,"$14,737,831",Consumer%20Discretionary
CRI,"Carter's, Inc.",Michael Casey,"$11,056,385",Consumer%20Discretionary
CRMT,"America's Car-Mart, Inc.",Jeffrey Williams,"$948,093",Consumer%20Discretionary
CROX,"Crocs, Inc.",Andrew Rees,"$15,785,920",Consumer%20Discretionary
CSV,"Carriage Services, Inc.",Melvin Payne,"$5,346,781",Consumer%20Discretionary
CTRN,"Citi Trends, Inc.",David Makuen,"$2,979,581",Consumer%20Discretionary
CURV,"Torrid Holdings, Inc.",Elizabeth Muñoz-Guzman,"$34,426,743",Consumer%20Discretionary
CVCO,"Cavco Industries, Inc.",William Boor,"$4,717,716",Consumer%20Discretionary
CVNA,Carvana Co.,Ernie Garcia III,"$5,050,345",Consumer%20Discretionary
CWH,"Camping World Holdings, Inc.",Marcus Lemonis,"$20,011,035",Consumer%20Discretionary
CZR,"Caesars Entertainment, Inc.",Thomas Reeg,"$22,576,517",Consumer%20Discretionary
DAN,Dana Incorporated,James Kamsickas,"$10,616,003",Consumer%20Discretionary
DASH,"DoorDash, Inc.",Tony Xu,"$300,297",Consumer%20Discretionary
DBI,Designer Brands Inc.,Roger Rawlins,"$9,735,430",Consumer%20Discretionary
DDS,"Dillard's, Inc.",William II,"$12,655,214",Consumer%20Discretionary
DECK,Deckers Outdoor Corporation,David Powers,"$10,854,934",Consumer%20Discretionary
DENN,Dennys Corporation,John Miller,"$6,400,488",Consumer%20Discretionary
DFH,"Dream Finders Homes, Inc.",Patrick Zalupski,"$14,391,664",Consumer%20Discretionary
DG,Dollar General Corporation,Todd Vasos,"$16,618,873",Consumer%20Discretionary
DHI,"D.R. Horton, Inc.",David Auld,"$29,996,862",Consumer%20Discretionary
DIBS,"1stdibs.com, Inc.",David Rosenblatt,"$3,155,496",Consumer%20Discretionary
DIN,"Dine Brands Global, Inc.",John Peyton,"$10,838,013",Consumer%20Discretionary
DKS,"Dick's Sporting Goods, Inc.",Lauren Hobart,"$9,566,005",Consumer%20Discretionary
DLTH,"Duluth Holdings, Inc.",Samuel Sato,"$3,411,911",Consumer%20Discretionary
DLTR,"Dollar Tree, Inc.",Michael Witynski,"$10,249,698",Consumer%20Discretionary
DNUT,"Krispy Kreme, Inc.",Michael Tattersfield,"$23,655,212",Consumer%20Discretionary
DORM,"Dorman Products, Inc.",Kevin Olsen,"$3,377,508",Consumer%20Discretionary
DPZ,"Domino's Pizza, Inc.",Richard Allison,"$7,138,003",Consumer%20Discretionary
DRI,"Darden Restaurants, Inc.",Eugene Lee Jr.,"$11,891,842",Consumer%20Discretionary
DTC,"Solo Brands, Inc.",John Merris,"$2,688,680",Consumer%20Discretionary
DUOL,"Duolingo, Inc.",Luis Ahn,"$74,431,300",Consumer%20Discretionary
DXLG,"Destination XL Group, Inc.",Harvey Kanter,"$3,616,278",Consumer%20Discretionary
EAT,"Brinker International, Inc.",Kevin Hochman,"$1,826,257",Consumer%20Discretionary
EBAY,eBay Inc.,Jamie Iannone,"$21,685,102",Consumer%20Discretionary
ELY,Topgolf Callaway Brands Corp.,Oliver Brewer,"$27,135,201",Consumer%20Discretionary
ETD,Ethan Allen Interiors Inc.,M. Kathwari,"$4,075,599",Consumer%20Discretionary
ETSY,"Etsy, Inc.",Josh Silverman,"$40,584,292",Consumer%20Discretionary
EVGO,"EVgo, Inc.",Cathy Zoi,"$4,299,558",Consumer%20Discretionary
EVRI,"Everi Holdings, Inc.",Michael Rumbolz,"$3,262,952",Consumer%20Discretionary
EWCZ,"European Wax Center, Inc.",David Berg,"$8,193,736",Consumer%20Discretionary
EXPE,"Expedia Group, Inc.",Peter Kern,"$296,247,749",Consumer%20Discretionary
EXPR,"Express, Inc.",Timothy Baxter,"$6,643,720",Consumer%20Discretionary
EYE,"National Vision Holdings, Inc.",L. Fahs,"$5,728,490",Consumer%20Discretionary
F,Ford Motor Company,James Farley Jr.,"$22,813,174",Consumer%20Discretionary
FFIE,"Faraday Future Intelligent Electric, Inc.",Carsten Breitfeld,"$7,902,980",Consumer%20Discretionary
FIVE,"Five Below, Inc.",Joel Anderson,"$9,047,922",Consumer%20Discretionary
FL,"Foot Locker, Inc.",Richard Johnson,"$14,458,325",Consumer%20Discretionary
FLL,"Full House Resorts, Inc.",Daniel Lee,"$2,571,232",Consumer%20Discretionary
FLWS,"1-800-FLOWERS.COM, Inc.",Christopher McCann,"$4,818,185",Consumer%20Discretionary
FND,"Floor & Decor Holdings, Inc.",Thomas Taylor Jr.,"$5,143,661",Consumer%20Discretionary
FNKO,"Funko, Inc.",Brian Mariotti,"$5,439,651",Consumer%20Discretionary
FOSL,"Fossil Group, Inc.",Kosta Kartsotis,$0,Consumer%20Discretionary
FOXF,Fox Factory Holding Corp.,Michael Dennison,"$7,817,826",Consumer%20Discretionary
FRG,"Franchise Group, Inc.",Brian Kahn,"$9,310,064",Consumer%20Discretionary
FSR,"Fisker, Inc.",Henrik Fisker,"$68,621",Consumer%20Discretionary
FTDR,"Frontdoor, Inc.",Rexford Tibbens,"$6,150,602",Consumer%20Discretionary
FWRG,"First Watch Restaurant Group, Inc.",Christopher Tomasso,"$1,334,804",Consumer%20Discretionary
FXLV,"F45 Training Holdings, Inc.",Adam Gilchrist,"$3,140,514",Consumer%20Discretionary
GCO,Genesco Inc.,Mimi Vaughn,"$8,766,458",Consumer%20Discretionary
GDEN,"Golden Entertainment, Inc.",Blake Sartini,"$8,781,384",Consumer%20Discretionary
GES,"Guess, Inc.",Carlos Alberini,"$15,729,716",Consumer%20Discretionary
GHC,Graham Holdings Company,Timothy O'Shaughnessy,"$2,272,461",Consumer%20Discretionary
GIII,"G-III Apparel Group, Ltd.",Morris Goldfarb,"$24,942,778",Consumer%20Discretionary
GM,General Motors Company,Mary Barra,"$29,136,780",Consumer%20Discretionary
GME,GameStop Corp.,Matthew Furlong,"$16,812,934",Consumer%20Discretionary
GNTX,Gentex Corporation,Steven Downing,"$3,642,695",Consumer%20Discretionary
GOEV,"Canoo, Inc.",Tony Aquila,"$44,613,958",Consumer%20Discretionary
GOLF,Acushnet Holdings Corp.,David Maher,"$8,092,225",Consumer%20Discretionary
GPC,Genuine Parts Company,Paul Donahue,"$11,810,704",Consumer%20Discretionary
GPI,"Group 1 Automotive, Inc.",Earl Hesterberg,"$8,577,257",Consumer%20Discretionary
GPRO,"GoPro, Inc.",Nicholas Woodman,"$5,110,365",Consumer%20Discretionary
GPS,"The Gap, Inc.",Sonia Syngal,"$18,260,915",Consumer%20Discretionary
GRBK,"Green Brick Partners, Inc.",James Brickman,"$5,087,182",Consumer%20Discretionary
GRMN,Garmin Ltd.,Clifton Pemble,"$4,238,341",Consumer%20Discretionary
GRPN,"Groupon, Inc.",Kedar Deshpande,"$9,419,692",Consumer%20Discretionary
GRWG,GrowGeneration Corp.,Darren Lampert,"$2,040,132",Consumer%20Discretionary
GT,The Goodyear Tire & Rubber Company,Richard Kramer,"$21,415,578",Consumer%20Discretionary
H,Hyatt Hotels Corporation,Mark Hoplamazian,"$24,070,053",Consumer%20Discretionary
HAS,"Hasbro, Inc.",Richard Stoddart,"$3,130,233",Consumer%20Discretionary
HBI,Hanesbrands Inc.,Stephen Bratspies,"$11,031,249",Consumer%20Discretionary
HD,"The Home Depot, Inc.",Craig Menear,"$13,059,751",Consumer%20Discretionary
HELE,Helen of Troy Limited,Julien Mininberg,"$9,746,177",Consumer%20Discretionary
HGV,"Hilton Grand Vacations, Inc.",Mark Wang,"$17,455,265",Consumer%20Discretionary
HIBB,"Hibbett, Inc.",Michael Longo,"$2,712,976",Consumer%20Discretionary
HLLY,"Holley, Inc.",Tom Tomlinson,"$9,790,228",Consumer%20Discretionary
HLT,"Hilton Worldwide Holdings, Inc.",Christopher Nassetta,"$23,285,248",Consumer%20Discretionary
HOG,"Harley-Davidson, Inc.",Jochen Zeitz,"$18,105,568",Consumer%20Discretionary
HOV,"Hovnanian Enterprises, Inc.",Ara Hovnanian,"$12,478,182",Consumer%20Discretionary
HRB,"H&R Block, Inc.",Jeffrey Jones II,"$11,040,183",Consumer%20Discretionary
HVT,"Haverty Furniture Companies, Inc.",Clarence Smith,"$3,161,832",Consumer%20Discretionary
HZO,"MarineMax, Inc.",W. McGill,"$5,457,691",Consumer%20Discretionary
IBP,"Installed Building Products, Inc.",Jeffrey Edwards,"$4,351,277",Consumer%20Discretionary
IGT,International Game Technology PLC,Marco Sala,"$8,167,000",Consumer%20Discretionary
INSE,"Inspired Entertainment, Inc.",A. Weil,"$8,746,841",Consumer%20Discretionary
IRBT,iRobot Corporation,Colin Angle,"$6,273,391",Consumer%20Discretionary
JACK,Jack in the Box Inc.,Darin Harris,"$4,709,511",Consumer%20Discretionary
JOAN,"JOANN, Inc.",Wade Miquelon,"$2,431,858",Consumer%20Discretionary
JOUT,Johnson Outdoors Inc.,Helen Johnson-Leipold,"$3,231,701",Consumer%20Discretionary
JWN,"Nordstrom, Inc.",Erik Nordstrom,"$6,445,146",Consumer%20Discretionary
KBH,KB Home,Jeffrey Mezger,"$14,366,518",Consumer%20Discretionary
KMX,"CarMax, Inc.",William Nash,"$13,689,123",Consumer%20Discretionary
KRUS,"Kura Sushi USA, Inc.",Hajime Uba,"$415,143",Consumer%20Discretionary
KSS,Kohls Corporation,Michelle Gass,"$12,924,834",Consumer%20Discretionary
KTB,"Kontoor Brands, Inc.",Scott Baxter,"$9,979,870",Consumer%20Discretionary
LAD,"Lithia Motors, Inc.",Bryan DeBoer,"$10,532,359",Consumer%20Discretionary
LAUR,"Laureate Education, Inc.",Eilif Serck-Hanssen,"$7,318,937",Consumer%20Discretionary
LAZR,"Luminar Technologies, Inc.",Austin Russell,$1,Consumer%20Discretionary
LCID,"Lucid Group, Inc.",Peter Rawlinson,"$565,591,512",Consumer%20Discretionary
LCII,LCI Industries,Jason Lippert,"$10,993,750",Consumer%20Discretionary
LCUT,"Lifetime Brands, Inc.",Robert Kay,"$4,559,720",Consumer%20Discretionary
LE,"Lands' End, Inc.",Jerome Griffith,"$5,443,598",Consumer%20Discretionary
LEA,Lear Corporation,Raymond Scott,"$13,306,375",Consumer%20Discretionary
LEG,"Leggett & Platt, Incorporated",Karl Glassman,"$9,210,966",Consumer%20Discretionary
LEGH,Legacy Housing Corporation,Kenneth Shipley,"$49,846",Consumer%20Discretionary
LEN,Lennar Corporation,Richard Beckwitt and Jonathan Jaffe,"$34,045,217",Consumer%20Discretionary
LESL,"Leslie's, Inc.",Michael Egeck,"$7,911,515",Consumer%20Discretionary
LGIH,"LGI Homes, Inc.",Eric Lipar,"$6,526,801",Consumer%20Discretionary
LIND,"Lindblad Expeditions Holdings, Inc.",Dolf Berle,"$6,936,263",Consumer%20Discretionary
LKQ,LKQ Corporation,Dominick Zarcone,"$9,445,636",Consumer%20Discretionary
LL,"LL Flooring Holdings, Inc.",Charles Tyson,"$2,174,088",Consumer%20Discretionary
LNW,"Light & Wonder, Inc.",Barry Cottle,"$13,485,500",Consumer%20Discretionary
LOCO,"El Pollo Loco Holdings, Inc.",Laurance Roberts,"$1,499,832",Consumer%20Discretionary
LOPE,"Grand Canyon Education, Inc.",Brian Mueller,"$1,843,058",Consumer%20Discretionary
LOVE,The Lovesac Co.,Shawn Nelson,"$1,640,096",Consumer%20Discretionary
LOW,"Lowes Companies, Inc.",Marvin Ellison,"$17,871,715",Consumer%20Discretionary
LQDT,"Liquidity Services, Inc.",William Angrick III,"$2,781,410",Consumer%20Discretionary
LRN,"Stride, Inc.",James Rhyu,"$7,691,994",Consumer%20Discretionary
LSEA,Landsea Homes Corp.,John Ho,"$7,269,429",Consumer%20Discretionary
LTH,"Life Time Group Holdings, Inc.",Bahram Akradi,"$41,930,718",Consumer%20Discretionary
LULU,lululemon athletica inc.,Calvin McDonald,"$13,265,455",Consumer%20Discretionary
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",David McCreight,"$13,500,136",Consumer%20Discretionary
LVS,Las Vegas Sands Corp.,Robert G. Goldstein,"$31,204,900",Consumer%20Discretionary
LZB,La-Z-Boy Incorporated,Melinda Whittington,"$5,798,794",Consumer%20Discretionary
M,"Macy's, Inc.",Jeffrey Gennette,"$12,290,931",Consumer%20Discretionary
MAR,"Marriott International, Inc.",Anthony Capuano,"$18,391,882",Consumer%20Discretionary
